TIME,A,Bb,B,C,C#,D,Eb,E,F,F#,G,Ab
61.068480726,0.575386,0.158902,0.0267279,0,2.0537,0,0.200348,1.81056,0.214367,1.28754,0.297192,2.22978
61.114920635,0.535829,0.246214,0.367916,0.0313034,1.94681,0,0.159575,1.67041,0.237579,1.22378,0.243331,2.21792
61.161360544,0.308094,0.268882,0.782302,0.11355,1.12643,0.880283,0.00832439,0.887196,0.229561,1.26368,1.23946,1.51571
61.207800454,0.161975,0.235778,0.819701,0.112815,0.503064,1.6327,0,0.313019,0.364296,1.22905,2.11383,0.420044
61.254240363,0.197389,0.171512,1.85359,0.0745025,0,2.36248,0,0.169986,0.227089,0.88026,2.32802,0.321766
61.300680272,0.230704,0.0648081,2.10836,0.0435611,0,2.72128,0,0.0720887,0.0586493,0.738164,2.66802,0.278529
61.347120181,0.371699,0.0753884,2.08832,0.0317923,0,2.76002,0.00403873,0.223985,0.0201476,0.567156,3.09453,0.237909
61.393560091,0.153001,0.0877684,2.12287,0.00270066,0,2.66057,0.00709761,0.395056,0.0183494,0.294428,3.60746,0.125201
61.440000000,0.0999616,0.0246992,2.23641,0,0.0356607,2.53648,0.0110242,0.596509,0,0.202623,3.78812,0.0678954
61.486439909,0.137562,0.00259581,2.28942,0,0.0333501,2.36639,0.0812575,0.642583,0,0.164618,3.92888,0.047056
61.532879819,0.141701,0.000516539,2.13513,0,0.0109469,2.30968,0.0768221,1.08251,0,0.103507,4.01062,0.011417
61.579319728,0.171802,0.00116015,2.05922,0,0.0169945,2.36382,0.170555,1.38861,0,0.00874623,3.92055,0
61.625759637,0.632374,0.0015774,1.93949,0,0.0120109,2.42259,0.187906,1.34241,0,0,3.66167,0.0344798
61.672199546,0.960292,0.000702766,1.87468,0,0.00773591,2.56083,0.0341144,1.148,0,0,3.37094,0.113933
61.718639456,1.09756,0.00620219,1.81924,0,0.0156999,2.73014,0.0279825,0.974887,0,0,3.18266,0.104645
61.765079365,1.07723,0.0203409,1.73879,0.0180424,0.0329214,2.79828,0.00992268,0.929406,0,0.0335894,3.05266,0.038406
61.811519274,1.04369,0,1.33957,0,0.239134,2.19812,0.0762353,1.05302,0.0236339,0.083874,3.20819,0.0279721
61.857959184,0.797768,0,0.9769,0.00698096,0.536489,1.49549,0.451987,1.0908,0.0435605,0.00455346,3.86984,0.0160865
61.904399093,0.450904,0,0.932052,0.00697579,0.629106,1.33697,0.543524,1.11858,0.0311403,0.00121843,4.08114,0.0725239
61.950839002,0.312865,0,1.09868,0.0105279,0.632865,1.2991,0.388562,1.11987,0.0162958,0,4.11804,0.0302942
61.997278912,0.333742,0.000881918,1.20686,0.381787,0.230231,1.4954,0.0341422,1.28372,0.024165,0,4.12543,0
62.043718821,0.298523,0.0017106,1.39884,1.14252,0.141934,0.860068,0.0218184,1.06528,0.0102676,0,3.63415,0.0115373
62.090158730,0.0965893,0.00145901,1.44695,1.12303,0.1567,0.721531,0.0392151,0.76647,0,0.057203,3.38981,0.0470242
62.136598639,0.0491071,0.000162551,1.42913,0.968956,0.128581,0.720037,0.0378924,0.585807,0,0.0477008,3.46778,0.047217
62.183038549,0.134126,0.000548891,1.43387,0.685538,0.197677,0.789424,0.0912146,0.604693,0,0.0669245,3.65543,0.01676
62.229478458,0.379535,0.00112101,1.32637,0.37847,0.498438,0.985495,0.096408,1.04935,0,0.10289,3.82176,0.0940449
62.275918367,0.313246,0,1.14513,0.0269032,0.965492,1.89861,0.138793,1.10133,0.0597378,0.0463763,3.96385,0.162165
62.322358277,0.406192,0,0.697592,0.0245782,0.742993,2.4125,0.241053,0.940309,0.0974773,0.0429041,3.91893,0
62.368798186,0.440916,0,0.38842,0.0242313,0.241149,2.41169,0.126577,0.733139,0.0821997,0.110307,4.103,0
62.415238095,0.482288,0.00674143,0.249541,0.0972178,0.77367,1.91141,0.0277057,0.390967,0,0.211891,4.23456,0
62.461678005,0.453892,0.0105484,0.0817087,0.0522487,1.70845,1.28378,0.0687534,0.173273,0.0319701,0.394716,3.65035,0.389606
62.508117914,0.496931,0.0817655,0.0989143,0.0278686,2.07671,0.899388,0.0520881,0.11504,0.323392,0.396163,2.97596,0.86895
62.554557823,0.382488,0.0970245,0.197902,0,2.57204,0.992868,0.0463801,0.0877457,0.411562,0.17038,2.39068,1.08705
62.600997732,0.174027,0.0620169,0.260741,0.0460219,2.79989,1.05182,0.0484795,0.130185,0.36899,0.105144,2.14064,1.07965
62.647437642,0.15743,0.0254176,0.280865,0.139044,2.56022,0.971904,0.0638371,0.199784,0.220021,0.0506146,2.36458,1.04583
62.693877551,0.0996148,0.000380062,0.720434,0.523176,1.6608,0.985327,0.0498917,0.421534,0.0831898,0.113628,2.40346,0.960531
62.740317460,0.344944,0,1.75706,0.711519,0.609644,1.02942,0.0887622,0.701421,0.00374836,0.0985707,2.32335,0.435941
62.786757370,0.398009,0,2.42661,0.293694,0.346884,1.32765,0.0872289,0.659055,0.133848,0.186525,2.58655,0.0382947
62.833197279,0.252021,0,2.13697,0.121078,0.125535,1.70553,0.0891126,0.469029,0,0.378649,2.86514,0.111139
62.879637188,0.537947,0.0051593,1.51098,0.399023,0.200338,1.98376,0.0654727,0.364983,0,0.370603,2.85132,0.26986
62.926077098,0.191375,0.00279359,1.31953,0.547726,1.05832,1.78303,0.00569028,0.335972,0.0379896,0.373284,2.47307,0.842074
62.972517007,0.191487,0,1.46564,0.438227,1.57059,1.14823,0.0130917,0.233539,0.0854903,0.235308,2.22429,0.608552
63.018956916,0.0949044,0,1.36641,0.259454,1.8652,1.37339,0.0146551,0.175482,0.098548,0.00749895,2.11667,0.440976
63.065396825,0.195095,0.0012658,1.04407,0.0469254,1.88754,1.36727,0.0375029,0.285839,0.00583108,0.00486985,2.34677,0.68443
63.111836735,0.164257,0.000507024,0.783762,0.00236652,1.54997,1.07056,0.0455949,0.409425,0.201377,0.0236365,2.25184,0.924796
63.158276644,0.084229,0.150367,0.428819,0.000594101,0.812057,1.49227,0.049074,0.582292,0.255684,0.0118737,2.28178,0.920429
63.204716553,0,0.299249,0.476957,0,0.37308,2.06505,0.0435481,0.4095,0.142628,0.0995735,2.32676,0.909547
63.251156463,0.110806,0.286239,0.839064,0,0.190911,2.00472,0.0223286,0.313756,0.0747503,0.113416,2.63569,0.717874
63.297596372,0.20924,0.00222665,1.00189,0.00579977,0.885655,1.64855,0,0.265687,0.147774,0.00192454,2.96608,0.518203
63.344036281,0.125437,0.00339264,1.09172,0.191187,1.21867,1.85879,0.000895896,0.267415,0.149576,0.111292,2.83082,0.607387
63.390476190,0.374489,0.0529848,1.14051,0.303781,0.844023,2.03332,0.14108,0.158073,0.0947843,0.224002,2.70819,0.836785
63.436916100,0.734192,0.11744,1.02178,0.217436,0.309073,2.22334,0.43133,0.210214,0.156186,0.0508074,2.65783,0.818689
63.483356009,0.778359,0.02033,0.904575,0.0980218,0.693017,2.03363,0.438109,0.190115,0.379996,0.0182049,2.53581,0.821231
63.529795918,0.604412,0,0.957334,0,1.12225,2.31542,0.0671368,0,0.559827,0.240614,2.36845,0.764615
63.576235828,0.453268,0,0.940293,0.0311307,0.896902,2.48885,0,0.12956,0.488153,0.198483,2.56246,0.659468
63.622675737,0.354543,0,0.930077,0.0911114,0.373616,2.15825,0,0.287819,0.24548,0.152645,3.2123,0.456724
63.669115646,0.229565,0.0242667,0.899754,0.122994,0.276975,1.76593,0,0.345588,0.20367,0.0547064,3.55878,0.232086
63.715555556,0.203951,0.032895,1.01669,0.0695738,0.773886,1.37473,0.00420622,0.282073,0.29295,0,3.4115,0.472636
63.761995465,0.202753,0,0.964057,0,0.910822,1.38993,0,0.280658,0.256973,0.0899582,3.0376,0.597685
63.808435374,0.231078,0,0.974602,0,0.662073,1.64578,0,0.310671,0.107156,0.0469833,3.03152,0.565217
63.854875283,0.325238,0.0420584,1.35017,0,0.470721,1.99174,0,0.419597,0.0395861,0.219442,3.29693,0.287795
63.901315193,0.338713,0.0156132,1.81361,0,0.939662,2.03664,0,0.552586,0.0978952,0.235842,3.50896,0.193494
63.947755102,0.402496,0.00138191,2.04637,0,1.24787,1.77078,0,0.815481,0.0984247,0.0321846,3.71044,0.0836088
63.994195011,0.431582,0.00208839,2.17513,0,1.05432,1.68367,0.00424589,1.10392,0.0317183,0.00213159,3.97912,0
64.040634921,0.503878,0.00992616,2.44214,0.000935806,0.671483,1.85262,0.0481816,1.18239,0.00318824,4.87429e-05,4.11672,0.00641228
64.087074830,0.359493,0,2.46152,0,0.5249,2.02802,0.0282852,1.23674,0,0,4.26201,0
64.133514739,0.152876,0.00147241,2.30939,0,0.412844,2.18202,0.0299373,1.03907,0,0.0161348,4.31461,0
64.179954649,0.187693,0.00385954,1.98888,0,0.216027,2.28565,0.0220404,0.91226,0,0.104478,4.39639,0
64.226394558,0.283223,0.000531649,1.6866,0,0.0384135,2.44468,0.0125471,1.15763,0,0.0967069,4.20943,0
64.272834467,0.386999,0.000963134,1.71918,0,0.0326046,2.41578,0.0200672,1.34485,0,0.0914965,4.13333,0
64.319274376,0.474913,0.00249675,1.93702,0,0.214913,2.2517,0.022363,1.29634,0,0,4.09129,0
64.365714286,0.412788,0,2.01003,0.00288,0.207017,2.28243,0.0505309,1.01124,0.00285103,0.00651948,4.04727,0.00320909
64.412154195,0.450842,0,1.58139,0.179564,0.0344298,1.96667,0.142347,0.932445,0,0.0116977,3.79157,0.00620269
64.458594104,0.641624,0,1.39175,0.288338,0.0182431,1.72388,0.535415,0.993134,0.101418,0.0194051,3.21382,0
64.505034014,0.387772,0,1.53271,0.0954163,0.0213589,2.20302,0.66668,1.06819,0.209327,0.0933577,3.09699,0
64.551473923,0.0499445,8.96304e-05,2.17401,0.158707,0.0181616,2.5798,0.692212,1.01735,0.182372,0.113331,3.21273,8.67761e-06
64.597913832,0.00532238,0.000926941,2.47924,0.28801,0.00936783,2.22525,0.359691,0.975962,0,0.073443,3.84772,0
64.644353741,0.0791704,0.00122919,2.57663,0.0126552,0.12959,2.04093,0,1.07301,0.000890596,0,4.1234,0
64.690793651,0.000680816,0.000417844,2.54366,0.0134435,0.174653,2.35996,0,0.930483,0.000891659,0,4.06561,0.0567372
64.737233560,0.00044125,0.00274759,2.68201,0,0.0148648,2.41962,0.0233278,0.793304,0.000971578,0,3.96885,0.104401
64.783673469,0,0.00235538,2.81777,0.00470712,0.0258254,2.37088,0.00517379,0.679508,0.00119499,0.11828,3.74946,0.10356
64.830113379,0.000160208,0.0125938,2.96984,0.0128666,0.021775,2.58892,0,0.415726,0.00119556,0.160196,3.59174,0.139273
64.876553288,0.0816529,0.00144777,2.9435,0.0623992,0.0236843,2.82549,0,0.29425,0.0238002,0.0888402,3.73245,0.0620137
64.922993197,0.218457,0,2.74724,0.0278096,0.0265898,2.86735,0,0.361361,0.0771087,0.0396309,3.90559,0
64.969433107,0.257732,0,2.43527,0.015156,0.0278484,2.86058,0,0.6025,0.0325243,0,3.82194,0
65.015873016,0.257092,0.00447114,2.13555,0.0271608,0.0241863,2.89818,0.00927007,1.00259,0.0114483,0,3.82162,0.17481
65.062312925,0.369952,0.0998828,1.79893,0.191881,0.0237559,2.59053,0,1.17052,0.00458127,0,3.90067,0.167646
65.108752834,0.524459,0.0846712,1.42788,0.107856,0.00104407,2.40379,0.0376932,0.80582,0.00300288,0.0722785,3.79623,0.13944
65.155192744,0.464491,0.0222102,1.37744,0.00349815,0,2.80346,0.0384674,0.665526,0.0321325,0.353581,3.37592,0.100444
65.201632653,0.561517,0,1.39233,0.0334002,0.00347942,2.98007,0.0266603,0.431017,0.0835842,0.115846,3.13959,0.101925
65.248072562,0.863226,0,0.898345,0.115258,0.0196091,2.80238,0.0263125,0.199812,0.0967595,0.0118172,3.10874,0
65.294512472,1.602,0.0181109,0.615779,0.14256,0.0609016,2.70646,0.0132548,0.0719673,0.0736787,0.00564035,3.08583,0
65.340952381,1.63809,0.106426,0.644329,0.128178,0.185356,2.78673,0.182222,0.0608144,0.0715616,0.072572,2.70504,0
65.387392290,1.64053,0.470307,0.851578,0.00781917,0.103103,2.76887,0.214548,0.282294,0.0425433,0.205476,1.90347,0
65.433832200,1.37566,0.245776,1.57856,0,0.144804,2.3922,0.178318,0.502374,0.052499,0.131592,2.12131,0.204814
65.480272109,0.845484,0.0189957,2.41323,0,0.17009,2.21439,0.082296,0.560646,0.082651,0.0521705,2.48717,0.376291
65.526712018,0.661729,0,2.72397,0,0.176656,2.02475,0.0465718,0.495831,0.107822,0.0669719,2.93046,0.397618
65.573151927,0.614213,0.117358,2.70868,0,0.158927,2.28288,0.0234721,0.34772,0.100377,0.422274,2.95577,0.106505
65.619591837,0.601903,0.00120455,2.88468,0,0.147931,2.33118,0.240609,0.231994,0.0733312,0.774336,2.87597,0
65.666031746,0.42363,0,3.00123,0.0103994,0.140999,2.48388,0.0923449,0.205204,0.0138102,0.804921,2.39764,0
65.712471655,0.114685,0,2.76195,0.148766,0.0741656,2.29062,0.061922,0.408277,0.254136,0.951932,1.70355,0
65.758911565,0.116024,0,2.4541,0.14108,0.0261228,2.16107,0.0449314,0.333908,0.223898,0.926604,1.82022,0
65.805351474,0.101823,0,2.11423,0.0259708,0.0321427,2.42646,0.0616937,0.28397,0.00505541,0.623135,2.2815,0
65.851791383,0.175396,0.0752318,1.88812,0.061888,0.836863,2.2663,0.103887,0.297497,0.291378,0.433589,2.57218,0.08177
65.898231293,0.119527,0.00119913,1.42389,0.0823944,1.71797,1.21997,0.139964,1.01642,0.4256,0.0408184,2.11159,0.368488
65.944671202,0.000328493,0.00178871,0.71737,0.0484828,2.1886,0.0349587,0.052795,1.63731,0.389884,0.00692496,1.94495,0.418151
65.991111111,0.117905,0.00152349,0.581411,0.0268918,2.18578,0.00551479,0.00565238,1.69727,0.330541,0.0944461,1.59912,0.560745
66.037551020,0.0205357,0.00241306,0.315049,0.067385,1.88965,0.502147,0,1.82218,0.256205,0.31391,0.70837,0.630855
66.083990930,0.411772,0.00504952,0.0047137,0.191911,1.25662,1.4572,0.001074,1.49464,0.0668739,0.143186,0.613998,0.601515
66.130430839,0.654643,0.0031305,0.172302,0.433152,0.367199,1.90919,0.00306041,0.686239,0.0270964,0.347176,0.428341,0.627717
66.176870748,0.991252,0.00933208,0.384625,0.540384,0.560958,1.66403,0.0228282,0.633911,0.0212692,0.209654,0.212353,0.262627
66.223310658,0.974943,0.0107173,0.389862,0.383124,1.3702,1.10617,0.0541782,1.38107,0.0100319,0.00722546,0.280314,0
66.269750567,1.01026,0.00507291,0.292976,0.278588,1.75976,0.36045,0.0538053,1.72096,0.0453147,0.00790712,0.384582,0
66.316190476,1.20339,0.050344,0.185255,0.206246,2.05565,0.0218182,0.0196954,1.76757,0.0185471,0.00995288,0.368169,0.204018
66.362630385,1.45849,0.0341969,0.119588,0.115745,2.02505,0.00608147,0.00893494,1.83904,0.00403627,0.0123614,0.343907,0.242968
66.409070295,1.76087,0.103979,0.14247,0.0966726,1.77432,0,0.0906192,1.78691,0.00555437,0.444703,0.233295,0.183147
66.455510204,2.31278,0.0718067,0.166592,0.170993,1.81578,0,0.256374,1.65153,0.0069842,0.654225,0.025974,0.0910102
66.501950113,2.84242,0.0106992,0.0144985,0.167776,2.07702,0,0.0943908,1.73908,0.252916,0.639719,0.00757891,0.0439079
66.548390023,2.99595,0.000274161,0.000199858,0.0632218,2.25717,0,0.008475,1.72746,0.158756,0.684984,0,0.00986673
66.594829932,2.98766,0.00741848,0.191656,0.0748564,2.1685,0.0903567,0.0124219,1.59709,0.0809268,1.24169,0,0
66.641269841,2.7788,0.094543,0.487396,0.0407978,1.53337,0.956418,0.00574603,1.31793,0.035132,1.81568,0,0
66.687709751,2.56839,0.034465,0.644609,0.0115983,1.10002,1.40936,0.0153187,1.13082,0.0664334,1.89605,0,0.00622286
66.734149660,2.61048,0.000703838,0.709216,0.0015232,0.764007,1.50532,0.0365734,1.30061,0.0396361,1.87444,0,0.00643534
66.780589569,2.79002,0.00200164,0.715553,0.109764,0.747971,1.27481,0.0202255,1.40857,0.011036,1.80845,0.126597,0.0115069
66.827029478,2.73961,0.00206234,0.663058,0.177699,2.08717,0.652229,0.0255735,1.42517,0.0215329,1.69567,0.148833,0.0310919
66.873469388,2.68902,0.000923522,0.602076,0.116147,3.02973,0,0.0190195,1.51929,0.0159651,1.66834,0.118192,0.0791493
66.919909297,2.70045,0.000191645,0.444019,0.0134477,3.07353,0,0.0824576,1.41378,0.012821,1.68569,0.0762977,0.0884541
66.966349206,2.34525,0,0.372253,0.0171462,2.50869,0.0524719,0.143906,1.10475,0.00922956,1.65727,0.685816,0.122173
67.012789116,1.28918,0,0.807824,0.0145964,1.84436,0.114377,0.155495,0.935853,0.0130682,1.56646,0.865861,0.353176
67.059229025,1.17636,0,1.3712,0.0115274,1.70833,0.260533,0.0181895,0.762571,0.0522393,1.58937,0.960257,0.393203
67.105668934,1.05154,0.0889471,1.66924,0.0113086,1.64992,0.252077,0.130066,1.52612,0.10591,1.53258,0.81699,0.434327
67.152108844,1.24819,0.087756,2.19675,0.0113907,1.46517,0.295079,0.229516,1.98932,0.0815022,0.991115,0.576227,0.171326
67.198548753,1.33935,0.0651326,2.55669,0.00713618,1.2843,0.424942,0,2.14737,0.0492423,0.706344,0,0
67.244988662,1.49917,0.00231405,2.59235,0.00226006,1.09203,0.037803,0.0646286,1.99063,0.00548945,0.721419,0,0
67.291428571,1.61939,0.00241098,2.40191,0,1.22056,0.0321381,0.150201,1.94438,0.00369382,0.682617,0,0.00325714
67.337868481,1.69661,0,1.94271,0.00606177,1.19172,0.222674,0.181435,1.99344,0.0706361,0.77985,0,0
67.384308390,1.79075,0,1.65684,0.00903113,1.2285,0.04348,0.0357708,1.99783,0.122064,0.950288,0.0363387,0
67.430748299,2.06694,0.00883968,0.955251,0.019665,2.49136,0.0404034,0.118848,1.56417,0.222246,0.894578,0.0897756,0.307989
67.477188209,2.18732,0.0669533,0.682389,0.00215772,2.78197,0.0404502,0.105212,1.28482,0.494681,0.460569,0.0247026,0.331562
67.523628118,2.05673,0,0.657976,0.00697003,2.81259,0.0376104,0.141614,1.30271,0.560408,0.368316,0,0.284105
67.570068027,2.39622,0,0.469771,0.0131411,2.83028,0.0102398,0.134293,1.24451,0.390629,0.395588,0,0.407084
67.616507937,2.20618,0.0540278,0.314841,0.0109761,2.88362,0.0901783,0.084028,1.33388,0.260517,0.409539,0.10045,0.405794
67.662947846,1.80861,0.206401,0.209344,0,1.99853,1.10321,0.106147,1.32721,0.26256,0.892396,0.126691,0.389609
67.709387755,1.85623,0.186081,0.171641,0.028045,0.546287,1.95826,0.123364,0.856244,0.250547,1.7591,0.0440279,0.368315
67.755827664,2.38255,0.116099,0.115342,0.125925,0.176603,2.56126,0.101193,0.348242,0.116901,2.1177,0,0.042359
67.802267574,2.70186,0.0286637,0.0529876,0.128989,0.228286,2.99527,0.105939,0.413886,0.0922806,2.22067,0,6.52772e-09
67.848707483,2.78133,0,0,0.0987571,0.188912,3.29123,0.145062,0.536057,0.0914059,2.19909,0,0
67.895147392,2.91563,0.016292,0,0.0156416,0.242908,3.13253,0.00399011,0.723642,0.109411,1.90205,0,0
67.941587302,3.02786,0.053093,0.711872,0.108468,0.413286,2.06819,0,0.998537,0.24843,1.29124,0.0209241,0.0718177
67.988027211,2.29173,0.131629,0.775109,0.0105447,0.688302,1.3566,0,1.29777,0.288536,0.957339,0.178068,0.250494
68.034467120,1.94181,0.129569,1.05249,0,0.502106,1.25676,0,1.14591,0.614463,0.874734,0.128316,0.389378
68.080907029,2.14865,0.0858376,1.25259,0,0.555165,1.2884,0,0.822579,0.727305,0.870098,0.0353815,0.348549
68.127346939,2.03544,0.001444,1.15572,0.0015925,1.00188,1.1342,0.0132445,0.819886,0.465176,0.606492,0.017208,0.280077
68.173786848,1.56209,0.00195924,1.05791,0,1.57198,0.776029,0.0417046,0.994835,0.389257,0.089716,0.0351602,0.221338
68.220226757,1.0613,0.00191993,1.12988,0,1.86777,0.212286,0.33246,1.19497,0.296291,0.00250911,0.065705,0.644189
68.266666667,0.962394,0.000142695,1.17119,0.0357227,1.44332,0.0864806,0.335503,0.490533,0.407366,0.810107,0.175907,1.42925
68.313106576,0.663141,0.112364,1.05104,0.0796803,1.1904,0.180011,0.216687,1.06773,0.0810712,0.989929,0.144933,1.5394
68.359546485,0.865534,0.278475,0.468569,0.0232991,1.1037,0.544597,0.105877,1.70209,0.0178066,1.31639,0.194355,1.39033
68.405986395,1.39278,0.304209,0.055723,0.0352862,1.17806,0.649814,0.0445417,1.78829,0.0816155,1.87398,0.184244,1.19699
68.452426304,2.1042,0.183212,0.031197,0.0102625,1.70424,0.585389,0.0981414,1.64665,0.0792011,2.45025,0,1.04564
68.498866213,3.06783,0.000876442,0.10372,0.0045467,2.19891,0.331556,0.0736624,1.64303,0.0607125,2.37967,0,0.162215
68.545306122,2.75294,0.00217553,0,0,2.03883,0.197474,0,1.97195,0.0150071,2.35158,0,0.509604
68.591746032,2.11964,0.00481739,0.0957406,0,1.76939,0.1444,0.15624,2.11882,0.0151785,2.26609,0.071578,0.713437
68.638185941,1.3477,0.104987,0.420386,0.00895268,1.53276,0.240993,0.0109822,1.8834,0.253321,2.60082,0.0630935,0.798254
68.684625850,1.0959,0.140461,0.739961,0.102361,1.1338,0.612456,0.0232698,1.62682,0.386425,2.92342,0.074263,0.66829
68.731065760,1.22725,0.123209,1.10276,0.032586,0.543673,1.01708,0.0204114,2.08514,0.464627,2.77311,0.0473598,0.343253
68.777505669,1.56088,0.0800509,1.13599,0.0294473,0.605285,0.629973,0.0054537,2.55446,0.538302,2.47158,0.00231185,0.315911
68.823945578,1.7523,0.0116801,1.00539,0.00422997,0.976602,0.405111,1.00863,2.43006,0.540112,1.81281,0.00307437,0.506918
68.870385488,1.63788,0.000114763,1.16796,0.0059871,1.20586,0.52984,1.53567,1.95636,0.44054,1.26862,0.0153052,1.29558
68.916825397,0.0867589,0,1.35035,0.0829844,0.779305,1.25078,1.37661,1.20993,0.266023,0.75991,0.187175,3.01087
68.963265306,0.186809,0,1.3364,0.0668359,0.348867,1.167,1.39622,0.612312,0.0614252,0.314778,0.328,3.40251
69.009705215,0.210333,0.0384731,1.34521,0.235182,0.149764,1.09358,1.42546,0.400382,0.0500724,0.318792,0.573908,3.46414
69.056145125,0.207126,0.0243979,1.51655,0.322798,0.0626849,0.996431,1.54719,0.128941,0.0689014,0.639379,0.523605,3.66728
69.102585034,0.199158,0.000566572,1.67488,0.269054,0.0116965,0.674738,1.79576,0.00954171,0.0729256,0.892724,0.468423,3.79837
69.149024943,0.181941,0,1.55086,0.318206,0.174926,0.0405133,2.28749,0.027001,0.0606892,1.07124,0.497941,3.95054
69.195464853,0.0803464,0,1.43282,0.209833,0.422095,0,2.15815,0.020111,0.0650162,1.15222,0.123326,4.17731
69.241904762,0.0909129,0.0503024,2.22766,0.294832,0.0860514,0.0401456,1.9833,0,0.0529824,1.12253,0,3.98808
69.288344671,0.0808089,0.00162845,2.59612,0.53933,0.0505014,0.0513522,1.78597,0.01008,0.0462813,1.18408,0.0246599,3.53109
69.334784580,0.0359395,0.00125732,2.53907,0.777706,0.148452,0.0751261,1.83867,0.048119,0.0301287,1.26506,0.0461284,3.17704
69.381224490,0.00035961,0.000608691,2.16887,0.80568,0.783011,0.14316,1.86928,0.0562252,0.0233622,1.34851,0.112896,3.0818
69.427664399,0.000490512,0,1.8052,0.540978,1.04389,0.185342,2.029,0.02493,0.0238521,1.37389,0.160356,3.07603
69.474104308,0.000496661,8.78956e-05,1.78234,0.286006,0.891981,0.124555,2.16743,0.0125878,0.0216453,1.37859,0.120828,2.99712
69.520544218,0.139463,0.134845,1.51154,0.0572101,0.0718996,0.06965,2.60954,0,0.0237983,1.4309,0.169639,3.12177
69.566984127,0,1.33139,0.835287,0.143527,0,0.129841,2.58243,0.224759,0.0222655,1.53508,0.878873,1.95461
69.613424036,0,2.15662,0.248529,0.210146,0.0437898,0.139018,2.03288,0.541557,0.0172832,1.48974,1.17512,1.34597
69.659863946,0.0208483,2.26688,0.100495,0.183687,0.0229693,0.292131,1.97557,0.48907,0.00732197,1.35047,1.23279,1.53311
69.706303855,0.118726,1.65481,0.597742,0.181553,0.0234317,0.499169,2.3773,0.220141,0.00698647,1.1538,1.03451,2.19163
69.752743764,0.119778,0.247084,1.57376,0.133051,0.0125349,0.179099,2.72833,0.106293,0.000381005,0.90282,0.479432,3.43529
69.799183673,0.0543548,0.00135223,2.05217,0.0404457,0.0279529,0.0143905,2.66958,0.0565374,0.00204626,0.554567,0.0685791,4.06059
69.845623583,0.000435922,0.00201796,2.00675,0.00515288,0.0611478,0.0118839,2.61037,0.00124534,0.0120475,0.234818,0.137653,4.28618
69.892063492,0.000690257,0.000293044,2.03547,0,0.0569157,0.00914284,2.46398,0,0.119728,0.156036,0,4.29283
69.938503401,0.000660359,0.00152461,2.02118,0,0.0357397,0.025852,2.426,0,0.111386,0.116498,0.0254395,3.9831
69.984943311,0.000321557,0.00247796,1.85167,0,0.400825,0.0658037,2.56375,0,0.0494863,0.373074,0.217082,3.18599
70.031383220,0.00020163,0.214287,1.18384,0.0343002,0.944287,0.0477195,2.3513,0,0,1.29471,0.152702,2.78221
70.077823129,5.9024e-05,0.498387,0.814045,0.0510994,1.17142,0.0387508,2.23353,0,0,1.54593,0.151753,2.77516
70.124263039,5.24614e-05,0.328881,1.10224,0.0159452,1.10837,0.0341479,2.26739,0,0.402781,1.24289,0.162083,2.98084
70.170702948,0.0671584,0.143122,1.33949,0.00991139,0.446167,0.0695009,2.31613,0.00708025,0.565422,0.871693,0.0731555,3.4416
70.217142857,0.165804,0.194375,1.26611,0,0.269729,0.000600092,2.45083,0,0.336791,0.991014,0.081148,3.22648
70.263582766,0.179412,0.179329,1.17118,0.0274304,0.516701,0.0614111,2.5085,0,0.0149563,1.00678,0.0688337,2.98627
70.310022676,0.194291,0.125274,1.74987,0.043905,0.50953,0.289541,2.4852,0.000756187,0.0406028,0.950629,0.0551647,3.06848
70.356462585,0.222925,0.065822,2.32417,0.0644798,0.280572,0.0908683,2.62536,0.00931782,0.0685904,1.19601,0.17201,2.89636
70.402902494,0.216624,0.000565738,2.59459,0.0940811,0,0.00674223,2.67537,0.0106038,0.0802519,1.25696,0.14214,2.83249
70.449342404,0.083043,0.00067436,2.53354,0.117643,0,0.0020214,2.62092,0.0489059,0.0837975,1.09459,3.27902e-05,3.23238
70.495782313,0.0684095,0,2.27053,0.103763,0.0248088,0.00270023,2.71639,0.0366151,0.0971106,1.13942,0,3.17832
70.542222222,0.0441526,0.063476,2.09047,0.0203384,0,0.0587103,2.78413,0.0152005,0.0442805,1.18942,0.0771913,2.89799
70.588662132,0.0881686,0.0849148,2.12293,0,0,0.190079,2.6902,0,0.0443056,0.980376,0.0612659,2.77704
70.635102041,0.131591,0.0357216,2.12564,0.00320185,0,0.219263,2.58658,0.000309608,0.0704258,0.667859,0.00631752,3.06082
70.681541950,0.154231,0,2.09238,0.0147461,0,0.182572,2.70314,0.0243628,0.0849476,0.478624,0.000849711,3.07066
70.727981859,0.145349,0,2.06042,0.00718261,0,0.177381,2.90069,0.0395814,0.0884876,0.653407,0.000886545,2.80133
70.774421769,0.127775,0,2.14093,0.04707,0,0.184324,3.06769,0.0505578,0.0811522,0.932786,0.00114461,2.38437
70.820861678,0.204736,0.00113709,2.25121,0.0531414,0,0.165708,2.86023,0.00907357,0.000382925,1.02694,0.0030086,2.00734
70.867301587,0.306004,0,2.49663,0.108521,0.00713522,0.337372,3.05129,0.00631717,0.111807,0.93997,0.0042295,1.6219
70.913741497,0.337919,0,2.43868,0.113022,0.0184743,0.222995,3.0374,0.174283,0.199713,1.01782,0.057847,1.45631
