TIME,BIN 1,BIN 2,BIN 3,BIN 4,BIN 5,BIN 6,BIN 7,BIN 8,BIN 9,BIN 10,BIN 11,BIN 12,BIN 13,BIN 14,BIN 15,BIN 16,BIN 17,BIN 18,BIN 19,BIN 20,BIN 21
0.719818594,-280.775,49.934,-11.0132,0.253273,4.13003,-1.68223,-0.986817,-0.0605757,0.512634,-1.03479,-2.45708,-1.41708,-2.30476,0.294234,0.854889,0.569892,-1.12754,0.761457,-0.501218,-1.05941,0.792517
0.743038549,-281.933,48.9371,-10.9307,-0.119306,3.96679,-2.44749,-1.45865,-0.935503,0.0515859,-2.03437,-2.03929,-2.70735,-1.53339,-0.811815,-0.331944,1.56544,1.35288,0.501719,-0.566936,-0.906732,0.751181
0.766258503,-284.809,49.0305,-8.08889,0.359797,5.28886,-2.84081,-0.915869,0.23692,-0.569609,-0.37496,-3.32664,-1.75227,-1.57853,-0.391053,-0.115013,0.675224,1.11811,0.518394,-0.512894,-0.691184,-0.557188
0.789478458,-285.587,48.9476,-10.3658,0.633753,4.69222,-0.972719,0.496509,-1.7367,-0.498166,-1.04274,-1.57976,-3.27173,-1.2988,-0.0222746,0.614613,-0.411493,-0.14045,1.93062,-0.488225,-0.632498,0.476318
0.812698413,-287.912,48.3465,-10.2371,-1.6385,3.81432,-0.743299,-0.4814,-1.48577,0.906636,-1.4979,-3.81963,-2.21347,-3.17293,-0.0920919,0.694671,1.36173,0.473142,-0.284439,1.31294,0.522284,0.260202
0.835918367,-286.621,47.1684,-10.1797,-2.39386,4.68845,-2.2255,1.05384,1.08629,0.3066,-1.40965,-4.55684,-3.31226,-2.82086,1.11898,1.22183,-0.260986,2.00321,0.386363,-0.17427,0.272623,1.22854
0.859138322,-289.423,47.3056,-10.1449,-1.25706,4.35906,-0.438587,0.62664,2.09103,0.0544067,-2.58659,-3.89384,-2.84896,-1.94661,0.360472,1.04029,0.574564,0.777469,-0.236275,0.702183,-0.7369,-0.500769
0.882358277,-290.103,47.2589,-10.701,0.291895,6.17452,0.317795,0.683959,0.142872,-2.05661,-2.10155,-2.7032,-3.05829,-2.83213,0.430806,1.35779,1.11269,1.11145,-0.396513,-0.86932,-2.08434,-1.13339
0.905578231,-291.741,46.1497,-8.91684,1.00353,8.1688,-0.843409,-0.430195,-0.18792,-3.36718,-0.952485,-1.83885,-2.24605,-2.04675,-1.07023,1.01788,2.3045,0.945373,0.164653,-0.610565,-2.38495,-0.829273
0.928798186,-293.208,47.9701,-7.87108,1.39016,8.24756,-1.86408,0.182083,1.54635,-0.0248239,-1.68146,-2.10629,-3.27341,-3.1454,0.37789,1.1144,1.76101,0.239196,-1.42569,-2.15277,-1.38357,-0.884325
0.952018141,-291.45,47.5186,-9.54426,0.379338,6.36096,-1.41748,-0.821496,1.38722,0.0856108,-1.46575,-2.40039,-2.79144,-2.32531,0.896434,0.440156,0.338465,0.508932,0.353017,-1.44128,-2.27598,-2.23357
0.975238095,-290.294,47.6706,-9.38657,-2.26772,5.77664,-2.08492,-0.0779923,2.85329,-1.95306,-1.77818,-2.96557,-3.13171,-1.60815,0.692735,1.5883,0.119237,-0.098948,-0.695448,0.260171,-0.814528,-1.78513
0.998458050,-292.691,47.6389,-8.97195,-4.33846,5.8371,-1.09899,-2.26273,1.67583,-1.74291,-1.75222,-0.574124,-5.05873,-1.91843,2.48944,0.296146,0.804017,0.537831,1.01444,-0.234469,-0.230369,0.417608
