TIME,BIN 1,BIN 2,BIN 3,BIN 4,BIN 5,BIN 6,BIN 7,BIN 8,BIN 9,BIN 10,BIN 11,BIN 12,BIN 13,BIN 14,BIN 15,BIN 16,BIN 17,BIN 18,BIN 19,BIN 20,BIN 21
26.168888889,-335.887,21.833,13.6728,6.07893,1.73332,4.45958,1.32093,-0.114801,-0.019396,1.03063,-0.179467,-0.203795,0.88178,-0.779392,-1.73011,1.73841,0.593612,-0.0904249,0.863171,2.45038,0.217699
26.192108844,-336.678,22.9198,14.6615,4.00269,0.651774,6.10635,0.74805,0.804495,0.900454,1.77079,-0.649354,-0.95779,-1.07766,0.767065,0.124642,-0.0908495,-1.689,-0.738827,2.83705,1.02836,0.326437
26.215328798,-338.33,21.2297,13.457,3.64095,-1.30047,4.80986,4.15845,1.14609,0.296268,1.01115,-1.52948,-0.711933,0.372134,0.41342,0.287107,0.900711,0.189265,-0.221189,0.668436,1.76839,0.44774
26.238548753,-339.491,20.345,12.7849,4.84419,-2.45415,4.75986,1.82298,2.07358,0.875078,-0.285792,-1.12179,0.619189,0.758934,-0.332866,0.251131,0.116554,1.48836,2.02874,0.152382,-0.0402488,0.353099
26.261768707,-337.971,20.6274,14.061,4.87153,-1.25699,5.52489,2.11434,0.845975,-0.783466,-0.987256,0.204667,1.21118,-0.802854,-0.444428,-0.859839,-0.560123,-0.498558,0.400006,1.27409,2.03173,-0.928916
26.284988662,-339.897,20.2153,12.0887,3.78103,-0.69849,5.80151,1.8386,0.509981,-1.64619,0.362778,0.386941,0.547814,-0.0798173,1.18013,-0.220333,-0.947684,0.814689,2.10622,0.77532,2.46453,0.678204
26.308208617,-342.209,18.8824,13.3914,4.12281,-1.20457,5.49577,3.25665,-0.580978,-3.82568,0.130174,0.441464,0.926358,1.29387,1.10078,-0.604782,0.443969,0.143379,-0.0723999,0.640478,2.27654,1.24241
26.331428571,-340.77,19.3834,12.7968,1.74231,-2.50259,3.61976,4.00738,1.73943,-1.21,-1.37595,-1.00697,1.99722,1.24611,-0.450345,-0.973857,-0.064841,-0.672104,1.10208,1.00387,1.92555,1.63715
26.354648526,-339.376,19.1122,12.7881,2.32046,-4.43947,3.79843,5.22382,2.43371,0.199216,-0.404045,0.340897,0.431399,1.73722,0.276562,-1.74474,-0.507234,-0.157593,2.50244,1.8563,1.53,0.31845
26.377868481,-341.629,18.7067,11.4255,4.37901,-2.40169,4.94335,5.58592,2.3346,0.145051,1.09684,-0.812475,0.535521,0.00805216,1.72476,-0.314872,-0.0568139,1.20559,1.69858,1.9868,3.29156,0.761655
26.401088435,-341.559,16.5869,11.8339,6.17752,0.345869,4.03903,3.62598,3.72333,0.432924,-0.592549,-1.48547,1.15675,2.06953,2.16175,1.99437,2.11136,0.735238,1.88015,1.90076,2.20849,1.25154
26.424308390,-340.814,18.8215,14.318,5.20054,-1.11558,4.51053,2.37562,4.85275,0.888554,-0.546754,-0.450476,0.966648,1.40017,1.48443,0.910177,1.18536,-1.63322,1.25575,2.31613,1.98389,-0.313419
26.447528345,-340.459,21.4257,15.7718,4.65571,-1.85632,5.17144,3.08634,3.49801,0.144664,0.499962,-0.0537298,0.12271,0.423051,1.14482,-0.893008,-1.49425,-0.350352,0.698293,1.71037,2.41731,0.426081
26.470748299,-339.473,19.2944,15.2294,5.77989,-1.07179,5.33576,3.81758,3.02232,0.798529,-0.18034,-1.14638,0.331125,0.164018,0.433367,-0.807147,1.17377,-0.716652,-1.34354,-0.0831599,0.930335,0.242527
26.493968254,-341.874,20.629,15.9184,5.99526,-1.18476,5.5256,4.06376,3.40626,-0.852261,0.416526,-0.289217,1.5027,-0.237844,0.816268,-0.0129762,-2.6619,-0.834348,0.131208,0.176982,1.52891,1.17736
26.517188209,-340.378,21.8432,14.2689,5.46127,0.00386427,4.66286,3.61146,4.23253,0.446279,0.00885799,-1.3512,0.188688,1.29759,0.195874,-0.00785722,1.17011,-0.672162,-0.946653,-1.65611,-1.16119,0.461136
26.540408163,-340.222,20.5942,15.7588,4.61133,1.46023,4.08121,4.72217,3.65098,-1.06968,-0.497917,-2.50858,-1.23388,1.55722,1.73921,-1.1952,-0.249709,-1.10672,-1.36335,0.779153,0.406585,-1.89644
26.563628118,-343.584,19.7253,15.6844,6.33881,-0.343097,4.86528,3.88747,3.03377,-0.985552,-2.78512,-1.98946,0.277222,1.22168,1.79114,-1.74845,-2.81465,-1.29144,0.225329,0.64162,2.11518,-0.117505
26.586848073,-341.989,20.5056,14.5212,5.4658,-0.585994,4.19199,2.94857,-0.0448452,-1.58967,-0.98445,-1.5318,-0.00848864,0.98604,1.18417,0.394406,-0.846866,-2.80846,-1.59613,0.441182,2.23912,-0.124412
26.610068027,-341.54,21.2535,15.0095,3.63229,-1.0032,2.96877,1.93905,0.902663,-1.0316,-0.577671,-1.88811,0.300653,-0.386791,1.60324,-1.27497,-1.74484,-2.05525,0.145868,1.33006,1.5814,1.93027
26.633287982,-340.107,19.9263,13.0906,4.19478,-1.88336,1.13822,0.562783,2.96212,-1.89091,-2.2677,-0.45947,1.21134,0.110747,0.395368,-1.34432,-1.6274,-1.55077,0.583088,2.25152,1.29371,0.978742
26.656507937,-339.311,18.584,14.3161,3.32252,-3.4273,2.19815,0.535412,1.1872,0.557187,-0.305316,-2.3853,-0.259548,1.94053,2.33873,0.257884,0.000373935,-1.68871,-0.119079,2.78256,2.71063,1.01971
26.679727891,-342.586,18.4457,13.856,2.95799,-4.13998,0.852693,0.548324,2.69867,-1.96214,-1.84002,0.0273071,1.82062,1.14678,1.83861,1.10479,-0.404483,-1.72481,-0.797672,1.75593,4.00017,0.882429
26.702947846,-341.664,17.905,12.3823,5.44347,-2.49891,3.53536,1.8978,0.312296,-1.85341,-3.29173,-2.71096,0.0578004,0.719348,2.72429,0.529797,0.955852,-1.53022,-0.90045,-0.714769,0.726012,1.3201
26.726167800,-343.683,20.312,15.5784,5.29782,-3.24672,3.33874,1.96359,0.310947,-1.55343,-2.94631,-2.3575,-0.429681,0.0491081,2.11506,0.870598,0.450749,-2.2483,-1.50009,0.0286431,1.10485,0.666221
26.749387755,-328.684,22.3588,10.0751,6.50947,-1.49105,0.660769,2.93104,3.70415,0.361273,-2.45408,-2.0368,1.1149,-2.14532,-1.81663,-1.39417,-0.33329,-2.44451,-0.906369,1.33989,1.84277,-1.39701
26.772607710,-339.83,22.087,15.0356,5.66815,-1.11373,4.87808,4.13194,3.2783,-1.39401,-2.76406,-5.14752,-2.14315,0.832292,-0.551989,0.297777,-0.058302,-1.99132,0.413137,0.0819768,-0.671375,-0.315248
26.795827664,-294.823,27.139,-10.0201,2.16613,0.345931,1.37321,-0.778856,-0.223981,-2.76043,-1.96378,-3.4164,-2.98107,0.479846,-0.95628,-4.00739,0.518417,0.714918,-2.88393,-0.913169,0.916616,1.12581
26.819047619,-289.269,36.3815,-2.82881,2.96501,4.25418,2.80453,-0.411858,-0.351665,-3.04829,-3.01574,-3.9402,-1.23496,0.279463,0.554809,-0.578869,0.533367,0.935777,-0.792347,-2.21624,0.893775,0.650058
26.842267574,-288.238,38.1258,-2.84068,3.54095,4.27084,2.03722,-1.65092,-1.2733,-3.68003,-3.21405,-3.72899,-3.48919,-0.399381,0.472332,-0.93357,0.467748,-0.0219558,-3.08535,-0.625384,2.16557,2.17615
26.865487528,-289.157,42.0042,-0.360188,2.18444,5.14051,3.68768,-0.526578,-0.888117,-2.58337,-1.24501,-3.04776,-3.42903,-0.192544,0.0989048,0.106809,0.297183,0.391934,-1.29154,-1.89606,2.12031,2.28977
26.888707483,-288.74,41.1703,-1.23062,0.559414,4.56613,4.89125,-0.182968,0.190186,-3.40437,-3.5002,-5.02613,-2.47856,-0.968552,-0.542005,-0.638488,0.885265,-0.612832,-1.58166,-2.25405,1.33434,2.86494
26.911927438,-291.443,39.6306,1.65956,2.77507,4.20299,4.10095,0.450529,1.17337,-0.666927,-3.16908,-4.51782,-3.55939,-1.0519,0.414418,-1.63266,0.627091,0.730867,-1.14011,-1.65108,0.593154,1.16509
26.935147392,-290.642,39.3704,-1.00023,1.46934,5.98697,3.61832,-0.0360446,2.32512,-0.639171,-1.59323,-4.47564,-3.8235,-1.76951,0.580884,-1.25884,0.679912,-0.861614,-2.35253,-2.10712,0.934334,1.36615
26.958367347,-293.558,38.959,-0.973273,2.08015,6.22288,3.55983,0.930514,-0.21528,0.424462,-1.73132,-3.11624,-2.62904,-1.76991,-0.560265,1.03586,1.24781,1.19693,-3.70082,-2.07123,0.26886,0.74907
26.981587302,-294.172,39.9058,-1.29147,0.752174,6.18524,4.68583,0.882318,1.46214,0.507029,-2.35585,-4.44151,-2.14859,-1.62228,0.43971,0.0824952,0.954198,0.890184,-1.78162,-1.78783,0.0189475,0.471014
27.004807256,-294.479,38.1201,-0.0955088,1.97961,4.97683,6.27809,0.3239,0.935386,0.615388,-2.22121,-5.11866,-3.55338,-2.08287,-0.384981,0.453733,1.78245,0.289494,-1.30779,-1.97087,0.115952,-1.03129
27.028027211,-297.434,38.8322,1.41257,2.17812,7.60843,4.08474,1.31567,3.71311,-0.683075,-3.43025,-4.91962,-4.66336,0.613553,2.52613,-0.564156,0.700081,0.271172,-0.821752,-1.54054,-0.243611,-0.224751
27.051247166,-297.365,36.9511,0.783331,1.76397,8.60758,7.41529,0.547065,1.12202,-3.24611,-3.15771,-5.07006,-3.22438,-0.113925,2.04667,0.316625,1.72245,-0.77507,-3.92637,-2.86965,0.339031,2.22621
27.074467120,-298.099,37.7836,0.119274,1.2396,6.20941,5.59305,0.609177,1.16337,-1.80837,-1.80081,-3.089,-3.77362,-1.74349,0.628147,0.470517,-0.397684,0.272764,-1.92865,-2.36061,0.0911146,0.244354
27.097687075,-300.119,37.6808,0.733712,-0.407036,5.05308,4.25232,-0.307111,3.1167,-1.84038,-1.96697,-1.72633,-4.63822,-1.11862,-0.706674,-0.383964,0.527226,-0.216762,-1.31172,-1.54153,-1.3825,0.261773
27.120907029,-298.208,38.0829,-0.0597103,-0.651404,5.33708,2.68208,-1.67424,2.95058,0.17104,0.0609407,-3.50473,-4.10758,-3.01482,1.28315,-0.389275,0.346863,0.291787,-3.05443,-1.81964,-0.236551,-0.273087
27.144126984,-300.093,39.7325,0.22778,-1.115,3.99154,3.61885,-0.267198,2.30887,-0.899232,-1.19326,-2.409,-3.79866,-1.75934,1.18165,-2.07349,1.48304,-0.578881,-1.10806,-1.6332,-1.28478,-0.114115
27.167346939,-301.796,39.3481,0.884461,-1.52636,3.01238,4.51773,2.21969,1.80571,-1.66157,-0.837541,-3.21932,-4.45669,-1.72325,1.10449,-0.0279029,0.271269,-0.133525,-1.48684,-1.60217,-1.03459,0.216317
27.190566893,-302.943,36.6476,1.8253,-0.0942233,5.50079,4.06492,1.42342,3.6175,-0.75834,-0.722273,-4.39133,-5.21905,-0.909626,1.68401,-0.355148,1.2374,-0.813494,-2.05295,-1.28464,-0.379493,-0.687621
27.213786848,-305.807,36.3377,1.4323,0.457457,4.99985,6.81292,0.72594,0.751836,0.120605,0.816124,-3.14093,-4.60146,-2.85595,0.57202,1.25532,0.519063,-1.70703,-1.21991,-0.00601751,-1.23277,-0.568559
27.237006803,-303.737,34.8614,0.59455,0.298604,5.21257,5.82237,1.66216,2.13466,1.13995,1.0679,-1.90073,-3.38703,-1.94549,1.63044,-1.15633,1.02589,-0.0967645,0.155224,-1.2437,-0.476271,-0.860107
27.260226757,-304.284,34.2326,1.6821,0.0698666,3.39525,5.72387,1.09604,3.78576,-0.849412,0.799924,-0.621165,-1.70207,0.121782,1.40705,0.169453,0.0333348,-0.515458,-1.52405,0.283855,-1.00723,-1.53045
27.283446712,-304.87,35.219,2.08947,1.30959,3.90883,4.57138,-0.278447,2.68428,1.40728,1.19683,-1.90684,-2.13519,0.251743,2.6535,0.400733,0.928399,-0.857194,-2.00847,-2.69801,-0.0116493,-0.119143
27.306666667,-304.202,36.9054,4.05931,-1.39411,3.53564,2.81162,0.51582,2.68118,1.32871,0.681125,-2.76435,-2.36661,-0.787777,1.69761,2.26822,0.532858,-2.28956,-2.53723,-2.45038,-0.606239,-0.88951
27.329886621,-303.058,35.9328,2.73548,-0.0406197,4.01065,4.26012,-0.597754,1.8163,1.45525,1.16255,-1.60794,-3.37662,-0.599222,3.41056,1.52697,-0.262843,-2.08653,-2.21928,-2.96028,-1.28465,0.693317
27.353106576,-305.757,35.7875,4.62674,1.13653,4.1178,4.42349,-0.395217,1.60223,0.813172,1.06365,-0.643715,-2.10728,-0.503767,1.67613,2.04453,-0.892147,-1.69835,-2.38392,-1.86359,-0.0636672,-0.00187161
27.376326531,-305.513,34.4922,3.98667,-0.195278,3.75736,5.97998,-1.75201,2.83987,2.9956,1.30353,-1.88849,-2.81152,-0.445614,3.27602,0.211748,-1.07771,-1.4819,-0.58856,-2.39563,-1.26217,-0.568483
27.399546485,-309.205,33.4516,4.0596,-1.20036,4.43967,4.4117,-0.420341,4.0829,1.03802,1.53143,-2.72461,-2.93107,0.601237,1.07432,0.981719,0.127215,-2.878,-0.916977,-0.459966,-1.79683,-0.718678
27.422766440,-310.712,31.5332,5.12963,-1.52568,3.70588,7.5015,-1.69684,1.73706,2.27745,1.42234,-3.69557,-2.74233,-1.55319,1.22145,0.373508,0.0985792,-1.82399,-1.4606,-1.06161,-1.56814,-0.710477
27.445986395,-311.094,31.3223,3.19464,-0.752193,2.52367,5.19744,0.519529,1.26544,1.33435,-0.492102,-3.54649,-3.36298,-1.33549,0.828658,1.85401,-1.23003,-3.57122,-2.17964,-2.59758,-0.74144,0.198988
27.469206349,-313.122,31.3848,4.29799,-1.61622,3.59327,7.07971,-1.59334,0.842135,2.45595,-1.18707,-4.85326,-2.11316,-1.00516,1.0339,0.554967,-0.385104,-3.14493,-2.6377,-2.42519,-2.32059,-0.6137
27.492426304,-312.177,30.9448,4.87351,-2.04814,2.90941,5.35778,0.00787247,2.37461,0.753478,0.207121,-3.82364,-2.85495,-2.64117,-0.037636,1.49038,0.0458383,-1.99949,-1.60831,-2.60322,-1.3162,-1.23892
27.515646259,-311.376,31.2186,4.12974,-0.959074,2.14741,5.00167,1.07671,1.82964,2.40259,1.13633,-3.03432,-3.17708,-1.73135,-0.456822,-0.825693,0.125448,-1.54356,-1.26842,-0.325877,-1.9322,-1.78851
27.538866213,-311.945,31.5763,5.16222,-0.766191,2.34394,4.61681,-0.404295,2.53043,3.30971,0.587439,-2.63414,-3.00322,-3.01151,-0.24305,-0.778845,-0.78726,-3.01726,-1.02181,-0.190717,-0.864976,-0.460296
27.562086168,-314.394,31.2928,7.8581,0.13817,1.06742,6.40669,-0.45762,2.15152,3.19935,2.5562,-0.872168,-3.20469,-2.77487,-0.352282,0.119474,-0.881057,-1.36761,-0.527636,-1.17978,-1.60398,-0.436623
27.585306122,-313.168,31.0207,6.14317,-0.461411,2.14537,5.72445,0.646189,2.65366,3.02291,1.15962,-1.87712,-2.3096,-2.53736,1.33885,-0.0291192,-0.761026,-1.78367,0.0581582,-1.23838,-1.45754,-0.0572495
27.608526077,-315.974,30.0857,6.07213,0.806012,2.86939,6.79505,-0.343287,2.69083,2.82257,0.209972,-2.40881,-2.58451,-1.24834,0.676978,0.384758,-0.381683,-2.13767,-1.20752,-1.16352,-1.68814,-0.115149
27.631746032,-317.891,31.1248,7.51007,-1.69182,2.8041,7.18227,0.84677,1.44824,2.12484,0.607971,-2.96909,-2.67615,-2.22254,0.769992,0.568589,0.440202,-2.13365,-0.772377,-1.17903,-1.35201,-1.90431
27.654965986,-319.196,29.3512,8.11865,1.12307,1.25786,4.83198,1.12634,2.53186,1.98036,0.274152,-3.43055,-2.91014,-1.34914,1.62986,0.611654,-2.60591,-0.628138,1.49177,-2.04679,-2.46501,-2.23586
27.678185941,-320.215,29.4199,6.59057,-0.514313,1.66674,7.16572,0.608953,1.34997,2.49142,0.183199,-3.80216,-4.81232,-1.28991,1.30148,-0.12878,-0.58775,-0.04496,-1.80343,-1.86028,-1.16371,-3.24214
27.701405896,-318.27,28.0725,5.7684,0.46201,2.37282,6.69367,-0.417266,1.71626,1.7315,0.982459,-3.71993,-4.21769,-1.85784,-0.566709,1.37381,0.443309,-0.489904,-1.53508,-3.76171,-1.87972,-2.74542
27.724625850,-320.645,29.2692,6.24464,-0.319647,2.19386,5.90171,0.0446628,2.23585,2.23053,-0.239243,-4.5649,-3.30015,-1.18272,0.398623,0.188339,0.671478,-1.35968,-3.39556,-2.08461,-1.24101,-2.31461
27.747845805,-324.133,27.6606,6.87432,2.3281,3.10794,5.21973,-1.46628,0.689733,3.14296,2.38394,-2.90628,-4.26276,-1.67304,1.03349,0.475386,0.757951,-2.68081,-2.79583,-2.33098,-1.40046,0.283672
27.771065760,-321.322,27.6064,8.54654,-0.28418,1.63644,6.69664,0.165475,0.0808726,1.24898,2.09126,-3.86533,-4.09962,0.862397,1.09602,-1.07432,-0.707099,-1.60223,-2.13761,-1.5764,-0.730008,-0.725667
27.794285714,-321.125,27.2383,8.72812,1.413,2.9418,5.43373,-0.980282,0.799799,1.72665,2.71385,-0.546959,-1.84084,-0.957522,0.4776,0.698091,-1.04635,-0.379953,-1.52524,-2.23021,0.0376669,-0.69157
27.817505669,-320.535,27.7232,7.55174,1.57122,2.90569,6.07782,0.488089,1.15086,1.99176,2.81121,-1.29491,-1.43589,0.260189,0.484964,-1.28086,-0.0435765,-1.46361,-1.55487,-0.716689,0.865661,-0.749484
27.840725624,-323.246,27.34,9.63897,1.33106,3.40184,5.11478,-0.223422,2.31626,2.9206,3.53136,-0.444407,-2.06358,-2.17497,0.561473,-0.630481,-0.697758,-0.346718,-0.402235,-2.44681,1.11037,-0.443974
27.863945578,-323.682,27.2905,9.60394,0.037924,1.44529,7.68615,-0.428781,3.41558,4.76853,2.16285,-2.11252,-2.16406,-1.89617,0.955512,-0.426901,-0.953671,-2.0645,-0.805674,-0.58564,-1.1576,-0.245043
27.887165533,-324.906,26.626,9.98324,1.75801,2.16728,6.66859,-0.0617027,1.90084,4.06404,3.55567,-1.7808,-3.37509,-0.043157,-0.259041,-0.582126,-0.584413,-1.84521,-1.3845,-3.11028,-1.53543,0.747335
27.910385488,-324.251,26.0732,8.25439,0.699742,1.79686,5.84527,1.34876,0.541359,3.32017,3.05826,-2.12622,-2.63995,-0.59271,1.74561,-0.802934,-1.31178,-2.82085,-1.01222,-2.68259,-1.76902,0.400392
27.933605442,-327.148,25.8148,8.92308,1.51012,4.15575,4.86274,-2.76701,1.07631,3.48149,2.93632,-0.334268,-1.80972,-1.58602,-1.19016,-1.3203,0.426694,-1.56368,-2.01412,-2.36464,-0.857484,-0.347604
27.956825397,-324.595,25.2138,8.53371,1.89128,1.24636,6.18675,-0.0335293,-0.116887,3.5959,2.25877,-1.49559,-3.35622,-0.108061,-0.616113,-2.16618,-0.324783,-2.33624,-1.41319,-1.99709,-0.488578,-0.904317
27.980045351,-328.237,25.9081,9.87176,1.34096,2.93714,7.4713,-1.57218,0.779654,2.70341,3.47817,-1.84368,-3.41921,-0.501031,-1.24481,-1.85397,0.199,-0.415432,-2.38121,-1.45069,-0.477621,-2.03031
28.003265306,-328.235,23.9045,10.1673,3.90338,4.7821,3.72629,0.580729,1.64835,3.01126,3.65676,-1.95247,-3.48235,-2.05227,0.709128,0.64826,-1.41044,-1.76702,-1.87476,-1.28668,-0.558904,-0.954628
28.026485261,-327.956,25.0033,9.61249,2.07266,2.99674,8.02692,0.0694746,0.997024,2.62345,1.92162,-1.98821,-2.13487,-0.577985,0.45621,-0.465057,-0.875304,-2.17569,-2.21427,-2.91884,-0.700199,0.687973
28.049705215,-327.14,25.0182,9.03686,2.87339,1.63816,6.07381,0.777131,1.10996,2.54442,1.59028,-0.772109,-1.85207,-1.58006,0.714444,-0.490462,-0.0497206,-2.49681,-2.95123,-3.1028,-1.19229,0.0484584
28.072925170,-329.488,24.9025,9.9783,2.45444,1.92333,5.81398,-0.649484,0.729434,2.35335,4.13469,-1.12157,-2.52984,-1.60224,-0.410602,-0.0287627,-0.553174,-0.774229,-4.03032,-2.63947,-0.86537,-0.550009
28.096145125,-331.832,24.7757,10.805,4.31506,0.274979,3.83304,1.87655,-0.34842,2.13586,3.92176,-0.845548,-3.20677,-1.39917,1.8393,-0.374952,-0.185525,-1.45784,-3.23572,-1.62704,0.447159,-1.0547
28.119365079,-331.237,22.7166,9.71242,2.85541,0.576578,6.09451,1.08128,-1.53245,2.42384,3.48014,0.144404,-2.00565,-1.0315,0.389392,-0.511749,-1.34314,-1.43543,-1.73174,-0.852259,-2.01061,-1.64496
28.142585034,-332.704,24.1662,7.78408,3.68053,1.5006,6.09585,-0.24085,0.310293,3.38709,2.26772,-0.358139,-0.710971,0.196413,-1.50657,-1.6235,-0.129534,-1.19786,-1.69139,-1.42984,-1.14883,-1.15641
28.165804989,-333.711,22.1793,9.17082,1.98916,2.04239,6.20069,0.857719,0.000537095,1.49733,2.73468,1.60695,-1.384,-1.78873,0.473247,-0.975834,-2.9034,-1.39304,-0.528155,-2.09553,-1.97411,-0.938948
28.189024943,-336.447,22.2078,9.11009,2.89875,1.58318,6.97221,0.319084,-0.03865,2.67322,2.9865,0.808399,-1.65701,-1.95624,-1.00306,-1.24927,-0.915554,-4.03225,-1.54852,-1.96282,-2.22177,-1.35058
28.212244898,-335.713,20.1618,10.2315,2.8744,0.0502564,8.26945,0.047187,1.21958,4.38486,3.74014,-0.385495,-1.34309,-2.30651,0.981543,-0.334112,-3.91901,-3.57103,-1.9318,-1.91362,-1.08392,-1.33849
28.235464853,-334.28,20.8109,9.74232,2.9967,1.32801,7.56092,0.961285,1.04471,3.17552,3.47839,-0.425026,-1.0959,-1.66717,0.301197,-2.18624,-3.63662,-3.14668,-0.533976,-0.445654,-0.347989,-2.28447
28.258684807,-335.543,21.2668,8.75021,1.90646,1.55969,7.99051,1.87213,0.910852,3.32825,3.43158,-0.340226,-1.89333,-1.78354,-2.18786,-2.70235,-0.824186,-2.33315,-2.23418,-0.190438,0.494708,-0.536696
28.281904762,-337.202,19.856,8.67009,2.12449,4.9572,7.37758,2.01058,1.71028,3.31109,3.96658,-1.02324,-2.90266,-2.76681,-2.49728,-1.75837,-2.44844,-2.82065,-0.578312,-0.165218,-0.682316,0.432691
28.305124717,-338.716,17.3383,9.45349,5.20504,4.16746,9.15142,1.63977,1.37687,3.58146,3.87174,-1.45676,-3.38464,-3.43593,-0.281699,-2.37839,-2.44028,-2.43525,-1.58724,-0.459361,-0.665659,0.364608
28.328344671,-338.096,18.2659,10.2603,4.03283,3.91111,8.34693,2.70226,-0.170494,2.76492,3.63496,-1.69686,-4.08238,-1.54288,1.44491,-2.08972,-3.03492,-1.77872,-1.79059,-1.0409,-1.41106,-0.941592
28.351564626,-335.71,19.5835,10.5355,3.69496,3.08306,7.77802,1.24602,1.14837,2.54019,1.3136,-2.01309,-1.69645,0.235671,-1.16868,0.325218,-0.213976,-2.22111,-3.62759,-2.45741,-0.397603,-1.85459
28.374784580,-334.288,18.2652,9.9585,4.91695,3.71845,6.56237,0.481755,1.09587,1.86052,1.57887,-0.492448,-2.10281,-0.0389742,1.39277,-1.18522,-1.69764,-1.64657,-2.94224,-0.917374,-2.42398,-2.62382
28.398004535,-337.517,17.9537,12.9756,4.80732,2.94953,6.181,0.322293,-0.167664,1.98755,2.78707,-1.46955,-1.05331,-0.212963,1.2785,-0.0843192,-3.52921,-3.013,-0.547239,-3.76268,-1.61524,-2.05208
28.421224490,-340.359,18.3257,13.1789,4.98719,2.1337,6.82652,-0.108625,0.190679,1.17043,2.89642,0.0833646,-1.2483,-0.185771,0.903695,-1.35695,-1.66031,-2.32723,-1.52747,-2.00011,-2.84721,-3.05088
28.444444444,-336.852,18.6064,10.4559,3.64273,2.50667,7.2495,0.976454,1.17015,0.745222,1.50606,0.248794,-0.170726,0.751393,1.13134,-1.10331,-2.90165,-3.51281,-1.98275,-1.99807,-1.66994,-0.850252
28.467664399,-337.684,18.8506,10.8137,4.10821,2.15323,7.37394,1.6068,1.9538,2.4962,4.39793,-0.0880567,-0.594751,0.176401,0.836761,-1.12098,-0.463053,-2.86646,-2.96002,-2.28835,-1.18346,-0.785921
28.490884354,-338.358,21.7002,9.86357,2.96609,2.59316,6.251,3.27472,1.93905,1.65236,4.32156,-0.550165,-2.3302,0.584673,1.50114,-0.519922,-1.47082,-3.95418,-1.98936,-1.89506,0.749866,-0.687642
28.514104308,-336.265,19.3546,10.7676,5.1748,3.25744,5.31569,1.05553,0.714372,3.43323,3.64637,0.494022,-0.00375253,-1.70523,0.916476,-0.974071,-1.97415,-2.0142,-0.367499,-1.27271,0.0920608,-0.560165
28.537324263,-337.233,22.1164,11.5154,5.1462,2.88157,5.26838,2.8364,0.545192,2.02676,3.04413,0.339286,1.5771,-0.895723,-0.396731,-1.21303,-1.30871,-1.9491,-0.5455,0.324368,0.692205,1.23187
28.560544218,-336.882,21.235,11.9988,6.86582,3.36922,5.74834,0.909783,1.19968,1.90301,3.29308,-0.498249,-0.228276,1.19473,-0.6215,-1.712,-0.792419,-1.88918,-1.01604,0.243567,-0.0974531,0.455657
28.583764172,-337.712,21.5789,11.9574,5.37254,3.13987,6.55851,1.44531,1.53193,2.79633,1.90473,-0.474635,-1.42728,-0.572324,1.83157,1.21432,-1.02111,-3.24746,-1.05396,0.0934393,0.91778,0.252933
28.606984127,-336.845,20.9901,11.8663,6.16457,1.31936,6.73903,3.35326,0.765384,1.00213,1.79763,-0.486915,-0.628341,-0.00768324,1.5913,1.38052,-0.915867,-2.48291,-1.08396,-0.940171,0.0995825,0.825781
28.630204082,-336.14,20.6174,10.9567,4.48341,1.85542,6.86229,2.03698,1.23236,0.394146,1.73278,0.143088,-1.66322,0.604467,2.53179,1.36644,-1.91831,-3.12169,-1.92301,-2.47527,-0.208365,-0.570366
28.653424036,-337.339,19.0727,11.3487,5.81841,1.82955,5.10427,1.26009,0.979416,0.12675,1.85418,1.17354,-1.67078,0.615662,2.02362,-0.469,-2.54032,-2.66548,-2.2637,-1.34713,-1.3547,-1.8143
28.676643991,-340.605,18.1775,10.2513,3.68555,1.26344,5.27965,0.459253,1.00997,1.24689,1.9585,-1.48275,-0.713365,0.400229,1.32651,-0.521876,-1.59802,-3.7925,-3.84723,-2.39694,-1.36111,-1.16659
28.699863946,-341.394,16.4268,9.43377,5.38926,1.18973,4.15938,1.24159,1.48125,2.09675,1.70003,-1.29434,-0.420653,-0.217348,2.4398,1.1869,-2.21901,-4.06907,-3.62869,-4.0038,-0.762359,-1.38335
28.723083900,-341.86,15.6833,10.3845,4.697,1.35267,5.05088,1.49072,0.656224,0.0677026,0.461443,-2.87355,-0.0628043,-0.355691,1.30201,0.415433,-2.69786,-2.9997,-5.02939,-2.62407,-2.67039,-3.07854
28.746303855,-341.057,16.1528,10.5815,2.50121,-0.359786,6.70103,4.31935,1.3562,-0.0790787,2.51166,-1.36352,-0.828521,-0.269293,1.67894,-0.0143681,-2.52272,-2.04815,-2.54049,-3.81271,-2.63255,-1.44726
28.769523810,-344.295,16.1857,11.5451,3.1049,-0.279459,5.22776,3.68422,2.58158,3.34423,1.91671,-2.53564,-1.27376,-0.767451,1.16555,0.650386,-1.34691,-3.84196,-2.38724,-1.96844,-2.20429,-2.0626
28.792743764,-343.651,16.5894,12.7477,4.37862,0.744648,5.2313,2.17115,2.12246,2.93263,2.88839,-0.442323,-1.6681,-1.11387,-1.90119,0.995377,0.819472,-3.03923,-3.98238,-1.74077,-0.749459,-0.240481
28.815963719,-341.099,17.6574,13.493,4.60936,0.463167,5.20948,4.16889,4.77032,0.27709,-0.0581671,-1.61306,0.096449,0.237247,1.60899,0.372355,-1.35612,-1.34031,-1.21331,-2.7054,-0.989982,1.17943
